Telegram Update ID,Telegram Chatroom ID,Telegram Chatroom Name,Telegram Message ID,Contributor Name,Project Name,Contribution Made,Rubric classification,TDGs Provisioned,Status,"TDGs Issued
(reviewed by Governor) ",Status date,"Main Ledger 
Line Number",Scoring Hash Key,Telegram File IDs,Edgar Signature Verification,External API call status,External API call response
Edgar_20251006161223_091,-1002190388985,Edgar Direct,Edgar_20251006161223_092,Edgar,,"[SALES EVENT]
- Item: 2024OSCAR_20250728_13
- Sales price: $17
- Sold by: Sacred Earth Farms
- Attached Filename: None
- Submission Source: file:///Users/garyjob/Applications/dapp/report_sales.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyC5HgVLODmtFQZiM91XKoZTPuaaOW8EWPf6Sv+0a74Ji7cSAjZEsYbHSKbg6k2qb8gWzxX3KuDZVTgjytbeM/P40k6b5Px3PcBbNXmMzznxG6UaiskP8dGp/bZMmygXFq9MbQ9vsGJ9AS2XtngSlJ9BEMxZo4/fKvxco+8fGTt02BIyqhJQ2KW/jHro0W8/nyhtY/2KcOKWjedt1MqVWMzKotXpPFVPfimAmsRqdFHKlyGzlTPALF1iBA7Zee1zfxeZWHYegADhTivp0Xf3gytcSZcAwGGRbOuCS69NT6G4P5YiZ/lw4a1DM1b22I0TY92dMlEI7wOQNmi0I2+iFpQIDAQAB

Request Transaction ID: h15eF9/kD6mE/1WKZ8ny1Y/jGpCGWMOyIcH9igQtRy1mkjg52ZiydLYrQoQZRf85GB5wD6KdhQ5qyoY5EKtLVvgi9HZNJfcvTnv0kmIvw+Nu50uhlHgS7upAvYTIuipww3Dl47Fxm/xE6dT5lv2rjfEz1MGdaduzNyUpnp57jwvtBaJmthBQP1FlWXxVBUGWTGsymW2L1lm+UJsB+EJPC/1W0J3qGnm/Dd4YerTECDpqlONr2NVNfYkDgADKm39chOQyFgSbvzqTRgneyi5c63vpA7tunweMdChYNd21R67LIs1a/s50XOZVOjP5WnDP0w/9B8aVAmfn/LZgPdoL0w==

This submission was generated using file:///Users/garyjob/Applications/dapp/report_sales.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251006,,I2di1mBk/9wmtVFxE4DS,,success,,
Edgar_20251006161623_093,-1002190388985,Edgar Direct,Edgar_20251006161623_094,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 90
- Description: Extended to support ability to indicate sold by contributor name when QR code is indicated https://github.com/TrueSightDAO/tokenomics/pull/145 https://github.com/TrueSightDAO/dapp/pull/89
- Contributor(s): Gary Teh
- TDG Issued: 150.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: putzqSJwS+HuevrZ/4K4fXPGz2R3Q4L+DhY4DN4/ROKX9DLgpSTbqS+i/YtAAY5jcj6izATs5Ucf4/NuNWPmaTOZcCkC7xkiDcc/tTwBJ+kuVEcXuRfVWhLd3Y9AxtCv2+DyY3Eex2WLHuTwgw5Xs16FSbhpFxK/8mdU5InRLZ5A4/3WSAXQYX6o8FaehFO+CBCWEGMHHmovD2+lNaGPrweatUsNSAcYBtFI74Ld5tLIz/P8Ma5K9JjkZcGJFYt+W8e8Ob5n3SuXITOGJXs+1FY+31qmnkQbIuV0fo25Gi+xq+A/X3PBaT8s4AFiPoAfOor4hgXQYjS8vrOQzBNDAA==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251006,,ppFq+EFcqYDro+PPNKPB,,success,,
Edgar_20251006161913_095,-1002190388985,Edgar Direct,Edgar_20251006161913_096,Edgar,,"[SALES EVENT]
- Item: 20250716_SEF_3
- Sales price: $5
- Sold by: Sacred Earth Farms
- Attached Filename: None
- Submission Source: file:///Users/garyjob/Applications/dapp/report_sales.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyC5HgVLODmtFQZiM91XKoZTPuaaOW8EWPf6Sv+0a74Ji7cSAjZEsYbHSKbg6k2qb8gWzxX3KuDZVTgjytbeM/P40k6b5Px3PcBbNXmMzznxG6UaiskP8dGp/bZMmygXFq9MbQ9vsGJ9AS2XtngSlJ9BEMxZo4/fKvxco+8fGTt02BIyqhJQ2KW/jHro0W8/nyhtY/2KcOKWjedt1MqVWMzKotXpPFVPfimAmsRqdFHKlyGzlTPALF1iBA7Zee1zfxeZWHYegADhTivp0Xf3gytcSZcAwGGRbOuCS69NT6G4P5YiZ/lw4a1DM1b22I0TY92dMlEI7wOQNmi0I2+iFpQIDAQAB

Request Transaction ID: GG4STdpz5kI/DwVQT0X1iqOsmtjRcXBEm/9S29ndmkvU9LWcUU0XuKlOQtI99RC+pRqeIwmHM1RzPJ20CqpO2zgguUCn+PmXenZytQQO14iU4cvELrSlFmDhGFK6KjMv9BMaTWoaJVZyzkKxOyZ3g589cVfO6LFe7k5OiZuc4HYzcGil1IfvM+aiL+SCdqtoEWc6nJWimyJtr2SXQlieUiOBET26FAgLt04GFJy9+MlSX0szLnJExhFt3mfkYL2onlqFdOLQnmoSi8C7DKwAP7fI9mmVugm2fCQzPZSpXsxH5rFY8uxHT1jmgYmRES10Y4QAXVDMpDtxxv02Xld1Yw==

This submission was generated using file:///Users/garyjob/Applications/dapp/report_sales.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251006,,qN9dmJOj6JinYJCwCpkB,,success,,
Edgar_20251006173452_097,-1002190388985,Edgar Direct,Edgar_20251006173452_098,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 30
- Description: Included deployment URLs in the GOogle app scripts to allow easy maintenance https://github.com/TrueSightDAO/tokenomics/pull/146
- Contributor(s): Gary Teh
- TDG Issued: 50.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: 3uP5qoUlc+Fy1w+18ZyxiLtk00K3dyQRvsZFgl0y0HtHtB5b6p84Ctw9/DWoAqV0kKQITKCfomz6jZsyS6wx5+AN8WnAG8XXcoQnBMfp1NweuMKRsM1MxZg5BeCAS0zKXisxNye0FmS7ddttEeNjlxMSwyZbaz4GoxVpgnL0tGZgjD8EpKqIZBPXygz+uClj0NyObT7OQGQ9ywriYNpF1+bPcWk53pOr5NF9DXj95UyXxi9K8YdGwS9sEVQOmTkNKeK6W0hRfpbX0SLgvPoNVAN+F9Bu+fFqYI6QO2QuHpT9gNyZnmLGq4OLmhJLrLCU4U48KBhzVEzXtnlDymhysw==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251006,,LbLXRs7owZkNN2N+r02w,,success,,
Edgar_20251006182044_099,-1002190388985,Edgar Direct,Edgar_20251006182044_100,Edgar,,"[INVENTORY MOVEMENT]
- Manager Name: Sacred Earth Farms
- Recipient Name: Gary Teh
- Inventory Item: USD
- Quantity: 17
- Latitude: -23.548371
- Longitude: -46.688395
- Attached Filename: Gmail - Cory Bradley paid you $17.00.pdf
- Destination Inventory File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/inventory_20251006182042_gary_teh_gmail___cory_bradley_paid_you__17.00.pdf
- Submission Source: file:///Users/garyjob/Applications/dapp/report_inventory_movement.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyC5HgVLODmtFQZiM91XKoZTPuaaOW8EWPf6Sv+0a74Ji7cSAjZEsYbHSKbg6k2qb8gWzxX3KuDZVTgjytbeM/P40k6b5Px3PcBbNXmMzznxG6UaiskP8dGp/bZMmygXFq9MbQ9vsGJ9AS2XtngSlJ9BEMxZo4/fKvxco+8fGTt02BIyqhJQ2KW/jHro0W8/nyhtY/2KcOKWjedt1MqVWMzKotXpPFVPfimAmsRqdFHKlyGzlTPALF1iBA7Zee1zfxeZWHYegADhTivp0Xf3gytcSZcAwGGRbOuCS69NT6G4P5YiZ/lw4a1DM1b22I0TY92dMlEI7wOQNmi0I2+iFpQIDAQAB

Request Transaction ID: eSqB1MGQAR9qeZwDJh8kvQ5uE/s35E69RoFXpQ1/s2sK0ZzIIafMPiUSrggce29z7hDMz+XMzGhPGb+gYCyA3/Va41Jpzremk5AS/bT31hGIlHs6eBGCcy0Y0u6b8l/+/7NQqJv7O1UgewvnroiH/EeaJ4LTS+Hv5IIjCA8p11dC1lRxP08ntzpHGkF98pJW5MRvgPto6A3DIQk+CzowBdC07kFu33c7fL42g4/G8b2fi4VfQaAhKVo1/JbTZ1GT38V6cFHqU2dMdrqqb85RvJvB8rGvRCSSvAR3N7SrrdmSsQWouTIXasPMzsw7mK/g1JV55+18wH0zH7x33jWBYw==

This submission was generated using file:///Users/garyjob/Applications/dapp/report_inventory_movement.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251006,,4uJAf/x8rGnGJMTbP81e,,success,,
Edgar_20251006182300_101,-1002190388985,Edgar Direct,Edgar_20251006182300_102,Edgar,,"[INVENTORY MOVEMENT]
- Manager Name: Sacred Earth Farms
- Recipient Name: Gary Teh
- Inventory Item: [SEF1] USD
- Quantity: 5
- Latitude: -23.548371
- Longitude: -46.688395
- Attached Filename: Gmail - Cory Bradley paid you $5.00.pdf
- Destination Inventory File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/inventory_20251006182258_gary_teh_gmail___cory_bradley_paid_you__5.00.pdf
- Submission Source: file:///Users/garyjob/Applications/dapp/report_inventory_movement.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyC5HgVLODmtFQZiM91XKoZTPuaaOW8EWPf6Sv+0a74Ji7cSAjZEsYbHSKbg6k2qb8gWzxX3KuDZVTgjytbeM/P40k6b5Px3PcBbNXmMzznxG6UaiskP8dGp/bZMmygXFq9MbQ9vsGJ9AS2XtngSlJ9BEMxZo4/fKvxco+8fGTt02BIyqhJQ2KW/jHro0W8/nyhtY/2KcOKWjedt1MqVWMzKotXpPFVPfimAmsRqdFHKlyGzlTPALF1iBA7Zee1zfxeZWHYegADhTivp0Xf3gytcSZcAwGGRbOuCS69NT6G4P5YiZ/lw4a1DM1b22I0TY92dMlEI7wOQNmi0I2+iFpQIDAQAB

Request Transaction ID: R7+uQmSfwJNSFdDdXFE2IkYz2HhYhcniIqlYxYI5/ei5+A8WO6b0HTvjwNYFf8lLTy5vpGEwMzint8F0ZaP4xcL3U47mx+gj6q6fU0wXGf5gj/B1+3csrNFjfL+7OCAOBB+h6FVXLQcgjOicsXktoSj3YKnyRZJS4VmyvdEvOMK5upIjRZPOQeYReOTVjL6WFlPZ4/Q5M13cJDrsI9pl1z1SAy3xJIPKX5Kh0XedRAzYGtMN14BO6PQut75Iip8CM5u9yxvyU2SUjp+367dLYUqw23dOgXgmIqTrJz0eY3OhAsTrBsKb/rLtA5ajjA6RX/CxosPD5lGmnh0njMRZ9w==

This submission was generated using file:///Users/garyjob/Applications/dapp/report_inventory_movement.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251006,,XYkCSouN84TYL4HM42Vs,,success,,
Edgar_20251006183723_103,-1002190388985,Edgar Direct,Edgar_20251006183723_104,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 120
- Description: Updated Edgar to allow the ability to move inventory that is yet associated with member https://github.com/TrueSightDAO/tokenomics/pull/147 https://github.com/TrueSightDAO/dapp/pull/90
- Contributor(s): Gary Teh
- TDG Issued: 200.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyC5HgVLODmtFQZiM91XKoZTPuaaOW8EWPf6Sv+0a74Ji7cSAjZEsYbHSKbg6k2qb8gWzxX3KuDZVTgjytbeM/P40k6b5Px3PcBbNXmMzznxG6UaiskP8dGp/bZMmygXFq9MbQ9vsGJ9AS2XtngSlJ9BEMxZo4/fKvxco+8fGTt02BIyqhJQ2KW/jHro0W8/nyhtY/2KcOKWjedt1MqVWMzKotXpPFVPfimAmsRqdFHKlyGzlTPALF1iBA7Zee1zfxeZWHYegADhTivp0Xf3gytcSZcAwGGRbOuCS69NT6G4P5YiZ/lw4a1DM1b22I0TY92dMlEI7wOQNmi0I2+iFpQIDAQAB

Request Transaction ID: o/QpcCZVikN8ktoSX7T0LgADWbUCzufuYGL/KcQJriOWUin9a0bNxTxZ3Lt5D/NPmptFKw4JmVIGk/9TV8kDpQ2Z7S2wnbVaXKXyceMViwu4stSl+Y5dWR1NDbpanBS7q5/bpAr9ql5hmobg8mOFC/6L+TnMO9mhMFobJ3nc/AAKXbiBSQL9BEMIIE3i1lCuviTvPE6oiJCQB0ZKtO6dNntfFnrEVeX32atoxQUoOJBabqwAfBNfg37GJjqTBdig8w+UAFbdTDlv+D9qjhDH5E76PQjcs3q+LktQLqctbX0TSQLJWZeinibZ10nk7mj7GmI4TAG5G0WekOsFGzbWwg==

This submission was generated using file:///Users/garyjob/Applications/dapp/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251006,,Kxvrs0nnVYrjJpO41/vQ,,success,,
,,,,,,,,,,,,,t2TNwOq3E3RnIRJy+lOf,,,,
Edgar_20251006184708_107,-1002190388985,Edgar Direct,Edgar_20251006184708_108,Edgar,,"[INVENTORY MOVEMENT]
- Manager Name: Kirsten Ritschel
- Recipient Name: Sacred Earth Farms
- Inventory Item: [AGL8] Ceremonial Cacao Kraft Pouch - 20250219006 + Cacao Mass Bar CP340993869BR San Francisco - AGL8 
- Quantity: 15
- Latitude: -23.548174
- Longitude: -46.688430
- Attached Filename: image.png
- Destination Inventory File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/inventory_20251006184706_gary_teh_image.png
- Submission Source: file:///Users/garyjob/Applications/dapp/report_inventory_movement.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyC5HgVLODmtFQZiM91XKoZTPuaaOW8EWPf6Sv+0a74Ji7cSAjZEsYbHSKbg6k2qb8gWzxX3KuDZVTgjytbeM/P40k6b5Px3PcBbNXmMzznxG6UaiskP8dGp/bZMmygXFq9MbQ9vsGJ9AS2XtngSlJ9BEMxZo4/fKvxco+8fGTt02BIyqhJQ2KW/jHro0W8/nyhtY/2KcOKWjedt1MqVWMzKotXpPFVPfimAmsRqdFHKlyGzlTPALF1iBA7Zee1zfxeZWHYegADhTivp0Xf3gytcSZcAwGGRbOuCS69NT6G4P5YiZ/lw4a1DM1b22I0TY92dMlEI7wOQNmi0I2+iFpQIDAQAB

Request Transaction ID: rcfmQlVKraKPkLJpHj92i76DmCtm7DS2t76Iy4Zj4ZeXWOVjiIZyoQ5xXC9e7KBJyQXi0IJHp8Yx9R9L9TjFrikz3qq8BOsXxwBK9YdDQKTrhAYQiPLqtvNi2wIzaX9gLvLAXSscNDvSRWhVJIgO58Jiqtf3MxJZHNMT2dh+8sJz6zS83NoiMeGR1w+PCGgnbc5ySX3Z3IyCIGkeN5+q/OZau2ahSBgLIgdF3/zYjfUPpI0FZudQ38FOXl7pNYmCMys57A2/b5JeTJhepHWMd0qlaxk9YnYcK+o/i5Wn9ekQcslK718zFW7H6bcbOva9KFcJOqxfQEneT/TsfGum0w==

This submission was generated using file:///Users/garyjob/Applications/dapp/report_inventory_movement.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251006,,ynDYBvQDCT1lso6fk9At,,success,,
Edgar_20251006184950_109,-1002190388985,Edgar Direct,Edgar_20251006184950_110,Edgar,,"[DAO Inventory Expense Event]
- DAO Member Name: Gary Teh
- Latitude: -23.548361
- Longitude: -46.688388
- Inventory Type: [AGL8] USD
- Inventory Quantity: 10.19
- Description: Shipping of 15 bags of ceremonial cacao from Kirsten to Cory
- Attached Filename: shipping_label_to_cory_for_15_bags.pdf
- Destination Expense File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/expense_20251006184949_gary_teh_shipping_label_to_cory_for_15_bags.pdf
- Submission Source: file:///Users/garyjob/Applications/dapp/report_dao_expenses.html
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyC5HgVLODmtFQZiM91XKoZTPuaaOW8EWPf6Sv+0a74Ji7cSAjZEsYbHSKbg6k2qb8gWzxX3KuDZVTgjytbeM/P40k6b5Px3PcBbNXmMzznxG6UaiskP8dGp/bZMmygXFq9MbQ9vsGJ9AS2XtngSlJ9BEMxZo4/fKvxco+8fGTt02BIyqhJQ2KW/jHro0W8/nyhtY/2KcOKWjedt1MqVWMzKotXpPFVPfimAmsRqdFHKlyGzlTPALF1iBA7Zee1zfxeZWHYegADhTivp0Xf3gytcSZcAwGGRbOuCS69NT6G4P5YiZ/lw4a1DM1b22I0TY92dMlEI7wOQNmi0I2+iFpQIDAQAB

Request Transaction ID: er2KnEl5D4TPdHjPPU+1eXZxBeFuXNtsJY0j94F1SxgXVjuLn7u/DX7AZj7O0Ak15yYA8vbYkbDrsmG9yprNjRHUCyFkrbrXs8dsgaGAqTbik1k3/vy+RYwOHaBthXTSUD+8w5a8ypLG02/RjZwHIgzWmmBsX0Ac/PVSpnPKZE/xtWoEVl2Ho8Rl/Lf/ry5JzBZJD0TUq3MMJ5zggUMlDRnoK4B2bpOiOwFduw3SStO1wH2b30vBj0geIh6LIYoq0UubjXDSjg0ahRbjbXEBCjGjWnMckQZIOYwnVZ5cO4hnO+lstKjPCvHo2CcJJm2SAOuIxdhz8ux1ENaKkziMfA==

This submission was generated using file:///Users/garyjob/Applications/dapp/report_dao_expenses.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251006,,KRaPNCK5eau2k3VGuzeu,,success,,
Edgar_20251006185057_111,-1002190388985,Edgar Direct,Edgar_20251006185057_112,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 15
- Description: Handled the ledger updating for 15 bags of ceremonial cacao shipped to Cory from Kirsten
- Contributor(s): Gary Teh
- TDG Issued: 25.00
- Attached Filename: shipping_label_to_cory_for_15_bags.pdf
- Destination Contribution File Location: https://github.com/TrueSightDAO/.github/tree/main/assets/contribution_20251006185057_gary_teh_shipping_label_to_cory_for_15_bags.pdf
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyC5HgVLODmtFQZiM91XKoZTPuaaOW8EWPf6Sv+0a74Ji7cSAjZEsYbHSKbg6k2qb8gWzxX3KuDZVTgjytbeM/P40k6b5Px3PcBbNXmMzznxG6UaiskP8dGp/bZMmygXFq9MbQ9vsGJ9AS2XtngSlJ9BEMxZo4/fKvxco+8fGTt02BIyqhJQ2KW/jHro0W8/nyhtY/2KcOKWjedt1MqVWMzKotXpPFVPfimAmsRqdFHKlyGzlTPALF1iBA7Zee1zfxeZWHYegADhTivp0Xf3gytcSZcAwGGRbOuCS69NT6G4P5YiZ/lw4a1DM1b22I0TY92dMlEI7wOQNmi0I2+iFpQIDAQAB

Request Transaction ID: qWJttYkslMSZrGxZ7puUun+8NH9n49rpkfPY4IQBqLeQU3FEpXgRmr/Fc+CWt2Wpup+asFxSjx5VGe5Dek5luJ8Lan03C1ddMrN/YKQe95xcYRNT+7taYZecq9H45ajm5MvBibXSs/GKNO84389RA0l3ZXnJBk4BH0GsGrMhB0P3yslrHUm6IaX0JFhZK3wBGAXVhjlJ1TBUPTFkFLgj7lBFndDdipn7Y+D5bzR6c1ymWhOVrEFPyJ3uszGs1U362FwMD8VWBvnkGRvnQ9yVKsFi804M+Bz+wqbQMDUrAUimiUkwHMzTJhG51TX9b4Pw9neXqpvfvpfvCeHtR/NlrQ==

This submission was generated using file:///Users/garyjob/Applications/dapp/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251006,,z+iPSKFhaUoXW/dLFJWX,,success,,
Edgar_20251006185452_113,-1002190388985,Edgar Direct,Edgar_20251006185452_114,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 15
- Description: Explained that the malaise trap is used for counting diversity of insects in an ecosystem. Pattern recognition could then be applied to it to do the count.
- Contributor(s): Marta Lopes
- TDG Issued: 25.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: 5Q/WmTdbksYeanQDyvywo/oFeccGhw0qMbbZs5VxWo73I/MVggFdCHAFIDOh0DxdZh40mguJoaYQ9ldYB3DPtsbYJGtyax4mDwaZZtRgVYdtn0R1BmNFylpkGJd5cuOe0M4GbaNB9vr8YSb7a+5R9hQDjV0MwWQhkJ7oIf/Eho92JAHbXzYJin9/gEGRjpfJOqaNyUl54GzX2leaLedBAvdE3vVB1NITu3iPkpfCykDoo0vXEYmPQ2sT2GCjUpmpmUbdZPS64e6xP4QqKRnmuEEKP+2jfdlI3k2JBIRRSez0a5K9K3RDvdYhk5otSr++ntibO42csAF95nCndkPssA==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251006,,8zTDdYbqsCjFlQZosLaZ,,success,,
Edgar_20251007024305_115,-1002190388985,Edgar Direct,Edgar_20251007024305_116,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 15
- Description: Fixed data validation issue with AGL8. Ceremonial Cacao Kraft Pouch - 20250219006 + Cacao Mass Bar CP340993869BR San Francisco - AGL8
- Contributor(s): Gary Teh
- TDG Issued: 25.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: DzUaftK+pDGAL3hL2517JHOUXWcBIPeDdJigr9WcEtj4707duoBkE74+UomI7Sa8qdexYyrxx08AiJCdc8ERqTmc0GUu1Leb30n6wSnawCrbNYkd1XZziU0CHfBlfI0k0qs8PAx07cZ1Fk5dyaTsublRBU3mcsHgyLVCOPObbznu1S8IzXfRfksUNRnRsvi1xLe4s+eAl0SVPj97HXRmqz/dTQHZBnTWm63Ae0VLXAMGjMGTx3fbVOB6h3by2M6bvtXJ+9oxLGvHwsRJ93qKdmCQxK9ateYkAGJALdDlBIrZSd8+mz5AisXl+nF7APiztikv9t9EarBW1WjCO9YK3w==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251007,,RdKB9gv1+h2FXCiFrV/T,,success,,
Edgar_20251007180124_117,-1002190388985,Edgar Direct,Edgar_20251007180124_118,Edgar,,"[CONTRIBUTION EVENT]
- Type: Time (Minutes)
- Amount: 120
- Description: I extended tokenomics to handle the SCHEMA documentation https://github.com/TrueSightDAO/tokenomics/blob/main/SCHEMA.md
- Contributor(s): Gary Teh
- TDG Issued: 200.00
- Attached Filename: None
- Destination Contribution File Location: No file attached
--------

My Digital Signature: MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA54jNZdN4xkaPDI9TB/RwuicbbUMvttOWSTVRfvZxiHWeIoqTHRz2WJdoGsuW9rz9QPbpz6T9zQZu3RNzsSF216U3aCd89R2g7qhOMh9VC+7+sNJnI6H4qPPKFbndxQD8262Q+zqYQR6r0k89mud1sYbla/DCtKAcGZsALihVyl8tF2v1rUzfPU9FHpi5ow2kOEpVxnhe6xEY1HDU/zuFRt707WzkG1zit4AWEBXyBd3YLyinPNAb2aBA6dSPnPAQ4aB46Dtis3p5DgkLeO7E4gh/E0BqViDkkB1tLy1dgy9Kjv+5zxo1yTxkBKACjqqo69Q0VrUfkXgegWmXBAu04wIDAQAB

Request Transaction ID: jzv7LGomKIAoq1D2pUpI10zpVcyAusowUxqxfjqHvbT7mfnNCBe49hKEKWkfFuSiLuoujmlokFdccHFPOgmwTlJPXtY1gSYHhuyZe24VMYKAJDeNFLNHJ7qesVOYmAJic/VpeOD4Juwx5vxC9HtIjB8JG4QZHBF1YW5oelxH9+hxBQCzbe3vdZ4wR6MyfJrEbr399urExijl4CoxdHwbm/sQfxWPX8U/YFGnZ7YZIUqplTZmbrQ6+qHjmO3M0ZG+FJZp40Zz1hpQqxM2qBHVT1wuzVzN3yQKYRN6iwIhMswWHzPSRdosRIUvU6zfr073znlAZOuVUs5hgNZMiVWwPA==

This submission was generated using https://dapp.truesight.me/report_contribution.html

Verify submission here: https://dapp.truesight.me/verify_request.html",Unknown,,Pending,,20251007,,mxKc6gIekS/ZpXa8y0fn,,success,,
